id,name,value,category
64031,User64031,71,A
64032,User64032,13,C
64033,User64033,47,B
64034,User64034,18,A
64035,User64035,1,C
64036,User64036,26,C
64037,User64037,58,B
64038,User64038,86,B
64039,User64039,17,B
64040,User64040,92,B
64041,User64041,28,A
64042,User64042,78,A
64043,User64043,4,C
64044,User64044,30,B
64045,User64045,29,B
64046,User64046,16,B
64047,User64047,25,C
64048,User64048,18,A
64049,User64049,16,A
64050,User64050,89,A
64051,User64051,80,A
64052,User64052,7,B
64053,User64053,64,C
64054,User64054,18,A
64055,User64055,57,A
64056,User64056,90,A
64057,User64057,78,A
64058,User64058,37,C
64059,User64059,8,C
64060,User64060,90,B
64061,User64061,16,B
64062,User64062,9,B
64063,User64063,54,C
64064,User64064,2,A
64065,User64065,54,A
64066,User64066,38,A
64067,User64067,38,C
64068,User64068,24,A
64069,User64069,57,B
64070,User64070,90,A
64071,User64071,38,B
64072,User64072,35,C
64073,User64073,81,A
64074,User64074,51,B
64075,User64075,82,C
64076,User64076,89,A
64077,User64077,67,C
64078,User64078,54,B
64079,User64079,30,A
64080,User64080,88,C
64081,User64081,39,B
64082,User64082,52,C
64083,User64083,98,C
64084,User64084,76,B
64085,User64085,62,B
64086,User64086,24,B
64087,User64087,47,A
64088,User64088,82,A
64089,User64089,43,B
64090,User64090,25,B
64091,User64091,3,B
64092,User64092,96,B
64093,User64093,30,B
64094,User64094,49,C
64095,User64095,19,C
64096,User64096,17,C
64097,User64097,77,C
64098,User64098,92,C
64099,User64099,59,B
64100,User64100,55,C
64101,User64101,86,C
64102,User64102,0,B
64103,User64103,71,A
64104,User64104,1,A
64105,User64105,45,B
64106,User64106,64,C
64107,User64107,94,A
64108,User64108,3,A
64109,User64109,46,A
64110,User64110,54,B
64111,User64111,24,B
64112,User64112,88,C
64113,User64113,99,A
64114,User64114,53,C
64115,User64115,58,B
64116,User64116,38,A
64117,User64117,33,C
64118,User64118,62,B
64119,User64119,39,B
64120,User64120,44,C
64121,User64121,100,B
64122,User64122,96,B
64123,User64123,80,A
64124,User64124,14,A
64125,User64125,18,B
64126,User64126,21,A
64127,User64127,95,C
64128,User64128,81,C
64129,User64129,8,C
64130,User64130,17,C
64131,User64131,66,C
64132,User64132,40,C
64133,User64133,45,B
64134,User64134,11,A
64135,User64135,29,B
64136,User64136,99,B
64137,User64137,21,C
64138,User64138,59,C
64139,User64139,96,B
64140,User64140,30,A
64141,User64141,75,C
64142,User64142,63,B
64143,User64143,81,C
64144,User64144,86,B
64145,User64145,51,C
64146,User64146,49,C
64147,User64147,93,B
64148,User64148,81,A
64149,User64149,25,B
64150,User64150,62,B
64151,User64151,64,A
64152,User64152,12,A
64153,User64153,15,C
64154,User64154,73,B
64155,User64155,53,B
64156,User64156,43,C
64157,User64157,68,B
64158,User64158,43,A
64159,User64159,13,C
64160,User64160,10,A
64161,User64161,8,C
64162,User64162,94,B
64163,User64163,40,C
64164,User64164,48,C
64165,User64165,76,B
64166,User64166,93,C
64167,User64167,31,A
64168,User64168,86,C
64169,User64169,88,C
64170,User64170,87,C
64171,User64171,43,C
64172,User64172,71,B
64173,User64173,10,B
64174,User64174,91,A
64175,User64175,84,B
64176,User64176,76,C
64177,User64177,0,B
64178,User64178,56,A
64179,User64179,55,C
64180,User64180,82,A
64181,User64181,75,C
64182,User64182,45,B
64183,User64183,88,A
64184,User64184,94,C
64185,User64185,83,C
64186,User64186,13,A
64187,User64187,45,B
64188,User64188,63,B
64189,User64189,94,C
64190,User64190,12,B
64191,User64191,89,C
64192,User64192,47,C
64193,User64193,45,C
64194,User64194,70,A
64195,User64195,57,C
64196,User64196,72,B
64197,User64197,4,B
64198,User64198,100,B
64199,User64199,97,B
64200,User64200,47,A
64201,User64201,52,A
64202,User64202,35,B
64203,User64203,88,A
64204,User64204,1,B
64205,User64205,88,A
64206,User64206,72,C
64207,User64207,95,A
64208,User64208,53,A
64209,User64209,43,B
64210,User64210,97,A
64211,User64211,40,C
64212,User64212,75,B
64213,User64213,53,B
64214,User64214,58,A
64215,User64215,89,C
64216,User64216,28,C
64217,User64217,3,C
64218,User64218,88,A
64219,User64219,22,A
64220,User64220,28,C
64221,User64221,38,B
64222,User64222,48,A
64223,User64223,85,C
64224,User64224,75,A
64225,User64225,74,C
64226,User64226,68,B
64227,User64227,83,B
64228,User64228,82,C
64229,User64229,53,C
64230,User64230,46,A
64231,User64231,16,C
64232,User64232,49,B
64233,User64233,64,B
64234,User64234,2,B
64235,User64235,27,A
64236,User64236,45,A
64237,User64237,27,A
64238,User64238,39,A
64239,User64239,26,C
64240,User64240,54,A
64241,User64241,43,B
64242,User64242,77,A
64243,User64243,76,B
64244,User64244,76,C
64245,User64245,65,B
64246,User64246,30,C
64247,User64247,4,B
64248,User64248,92,A
64249,User64249,10,C
64250,User64250,83,B
64251,User64251,79,A
64252,User64252,64,A
64253,User64253,82,A
64254,User64254,22,B
64255,User64255,51,B
64256,User64256,47,B
64257,User64257,73,C
64258,User64258,31,A
64259,User64259,65,C
64260,User64260,81,C
64261,User64261,48,A
64262,User64262,43,A
64263,User64263,46,C
64264,User64264,30,A
64265,User64265,53,B
64266,User64266,57,B
64267,User64267,35,B
64268,User64268,75,B
64269,User64269,0,B
64270,User64270,99,A
64271,User64271,0,C
64272,User64272,70,B
64273,User64273,70,A
64274,User64274,9,B
64275,User64275,6,A
64276,User64276,1,A
64277,User64277,18,A
64278,User64278,52,A
64279,User64279,13,C
64280,User64280,27,B
64281,User64281,52,B
64282,User64282,46,C
64283,User64283,14,C
64284,User64284,56,A
64285,User64285,91,A
64286,User64286,73,C
64287,User64287,94,A
64288,User64288,79,B
64289,User64289,78,A
64290,User64290,51,B
64291,User64291,97,A
64292,User64292,37,A
64293,User64293,77,C
64294,User64294,42,A
64295,User64295,78,A
64296,User64296,92,C
64297,User64297,60,C
64298,User64298,76,A
64299,User64299,28,A
64300,User64300,87,A
64301,User64301,59,B
64302,User64302,48,C
64303,User64303,36,C
64304,User64304,41,A
64305,User64305,66,C
64306,User64306,44,C
64307,User64307,50,B
64308,User64308,8,B
64309,User64309,81,C
64310,User64310,40,A
64311,User64311,38,C
64312,User64312,38,B
64313,User64313,10,B
64314,User64314,33,C
64315,User64315,88,C
64316,User64316,74,A
64317,User64317,0,C
64318,User64318,18,B
64319,User64319,20,B
64320,User64320,45,B
64321,User64321,54,A
64322,User64322,59,C
64323,User64323,26,A
64324,User64324,11,A
64325,User64325,19,C
64326,User64326,18,B
64327,User64327,91,C
64328,User64328,39,C
64329,User64329,87,C
64330,User64330,83,B
64331,User64331,14,A
64332,User64332,54,C
64333,User64333,39,C
64334,User64334,50,A
64335,User64335,62,B
64336,User64336,39,B
64337,User64337,94,A
64338,User64338,58,B
64339,User64339,70,B
64340,User64340,18,B
64341,User64341,24,A
64342,User64342,41,B
64343,User64343,30,A
64344,User64344,89,A
64345,User64345,87,A
64346,User64346,57,B
64347,User64347,19,B
64348,User64348,19,A
64349,User64349,78,C
64350,User64350,92,A
64351,User64351,14,C
64352,User64352,0,A
64353,User64353,28,C
64354,User64354,77,B
64355,User64355,57,B
64356,User64356,77,B
64357,User64357,45,B
64358,User64358,96,A
64359,User64359,19,A
64360,User64360,69,C
64361,User64361,5,C
64362,User64362,77,C
64363,User64363,0,C
64364,User64364,24,A
64365,User64365,17,C
64366,User64366,4,C
64367,User64367,15,A
64368,User64368,17,C
64369,User64369,85,A
64370,User64370,79,A
64371,User64371,41,C
64372,User64372,84,B
64373,User64373,1,B
64374,User64374,92,C
64375,User64375,65,A
64376,User64376,85,A
64377,User64377,76,A
64378,User64378,90,C
64379,User64379,57,C
64380,User64380,24,C
64381,User64381,33,B
64382,User64382,90,B
64383,User64383,1,B
64384,User64384,98,B
64385,User64385,94,A
64386,User64386,10,C
64387,User64387,87,C
64388,User64388,98,A
64389,User64389,35,C
64390,User64390,6,C
64391,User64391,35,C
64392,User64392,96,C
64393,User64393,92,A
64394,User64394,70,A
64395,User64395,0,C
64396,User64396,85,A
64397,User64397,25,B
64398,User64398,15,C
64399,User64399,58,C
64400,User64400,4,B
64401,User64401,7,B
64402,User64402,23,C
64403,User64403,68,C
64404,User64404,83,A
64405,User64405,74,B
64406,User64406,45,A
64407,User64407,20,C
64408,User64408,5,C
64409,User64409,64,C
64410,User64410,73,B
64411,User64411,82,A
64412,User64412,86,C
64413,User64413,1,C
64414,User64414,25,A
64415,User64415,97,A
64416,User64416,8,C
64417,User64417,28,B
64418,User64418,49,A
64419,User64419,79,B
64420,User64420,77,C
64421,User64421,99,B
64422,User64422,42,C
64423,User64423,28,B
64424,User64424,61,A
64425,User64425,42,A
64426,User64426,52,B
64427,User64427,50,C
64428,User64428,77,A
64429,User64429,2,A
64430,User64430,77,C
64431,User64431,74,B
64432,User64432,15,B
64433,User64433,30,A
64434,User64434,69,B
64435,User64435,26,C
64436,User64436,37,A
64437,User64437,79,A
64438,User64438,9,C
64439,User64439,2,A
64440,User64440,83,C
64441,User64441,21,B
64442,User64442,62,B
64443,User64443,50,A
64444,User64444,50,B
64445,User64445,33,B
64446,User64446,83,B
64447,User64447,7,B
64448,User64448,6,B
64449,User64449,35,C
64450,User64450,46,A
64451,User64451,75,B
64452,User64452,26,C
64453,User64453,89,B
64454,User64454,67,B
64455,User64455,1,A
64456,User64456,65,B
64457,User64457,73,A
64458,User64458,17,A
64459,User64459,57,A
64460,User64460,62,B
64461,User64461,7,B
64462,User64462,22,C
64463,User64463,0,A
64464,User64464,2,B
64465,User64465,38,A
64466,User64466,18,A
64467,User64467,31,A
64468,User64468,21,C
64469,User64469,21,B
64470,User64470,92,B
64471,User64471,65,A
64472,User64472,46,C
64473,User64473,26,B
64474,User64474,6,A
64475,User64475,83,A
64476,User64476,81,B
64477,User64477,88,C
64478,User64478,71,C
64479,User64479,17,C
64480,User64480,5,B
64481,User64481,49,C
64482,User64482,25,A
64483,User64483,49,C
64484,User64484,97,A
64485,User64485,23,A
64486,User64486,62,B
64487,User64487,51,C
64488,User64488,62,A
64489,User64489,55,C
64490,User64490,10,C
64491,User64491,71,C
64492,User64492,67,B
64493,User64493,6,C
64494,User64494,85,B
64495,User64495,34,B
64496,User64496,30,B
64497,User64497,49,A
64498,User64498,93,C
64499,User64499,25,A
64500,User64500,95,C
64501,User64501,78,B
64502,User64502,52,A
64503,User64503,37,A
64504,User64504,20,C
64505,User64505,0,B
64506,User64506,54,C
64507,User64507,68,C
64508,User64508,77,B
64509,User64509,62,B
64510,User64510,74,A
64511,User64511,70,B
64512,User64512,66,B
64513,User64513,83,A
64514,User64514,27,C
64515,User64515,76,C
64516,User64516,78,A
64517,User64517,85,B
64518,User64518,45,B
64519,User64519,94,A
64520,User64520,7,C
64521,User64521,99,C
64522,User64522,26,C
64523,User64523,54,A
64524,User64524,13,C
64525,User64525,24,A
64526,User64526,6,C
64527,User64527,46,C
64528,User64528,73,B
64529,User64529,67,A
64530,User64530,16,A
64531,User64531,97,B
64532,User64532,43,C
64533,User64533,88,B
64534,User64534,98,A
64535,User64535,73,B
64536,User64536,80,A
64537,User64537,19,A
64538,User64538,9,C
64539,User64539,26,A
64540,User64540,95,B
64541,User64541,63,C
64542,User64542,24,B
64543,User64543,56,C
64544,User64544,74,A
64545,User64545,100,C
64546,User64546,62,C
64547,User64547,57,A
64548,User64548,69,C
64549,User64549,57,C
64550,User64550,97,B
64551,User64551,69,C
64552,User64552,97,A
64553,User64553,55,C
64554,User64554,22,C
64555,User64555,14,C
64556,User64556,40,C
64557,User64557,39,A
64558,User64558,44,A
64559,User64559,58,C
64560,User64560,92,C
64561,User64561,56,B
64562,User64562,7,C
64563,User64563,89,C
64564,User64564,30,C
64565,User64565,79,C
64566,User64566,65,B
64567,User64567,95,C
64568,User64568,82,A
64569,User64569,14,A
64570,User64570,35,B
64571,User64571,75,C
64572,User64572,100,C
64573,User64573,49,A
64574,User64574,53,B
64575,User64575,100,A
64576,User64576,48,A
64577,User64577,30,B
64578,User64578,68,B
64579,User64579,2,C
64580,User64580,21,C
64581,User64581,94,B
64582,User64582,19,A
64583,User64583,78,A
64584,User64584,91,A
64585,User64585,95,C
64586,User64586,12,A
64587,User64587,64,C
64588,User64588,89,B
64589,User64589,72,B
64590,User64590,20,B
64591,User64591,81,B
64592,User64592,54,A
64593,User64593,77,C
64594,User64594,87,A
64595,User64595,64,C
64596,User64596,98,B
64597,User64597,7,B
64598,User64598,15,A
64599,User64599,37,B
64600,User64600,7,C
64601,User64601,39,A
64602,User64602,80,B
64603,User64603,14,C
64604,User64604,50,C
64605,User64605,74,A
64606,User64606,42,B
64607,User64607,98,A
64608,User64608,15,C
64609,User64609,33,C
64610,User64610,75,B
64611,User64611,50,A
64612,User64612,53,B
64613,User64613,84,C
64614,User64614,8,B
64615,User64615,86,A
64616,User64616,39,B
64617,User64617,83,B
64618,User64618,48,A
64619,User64619,73,B
64620,User64620,15,A
64621,User64621,47,C
64622,User64622,95,B
64623,User64623,47,B
64624,User64624,96,B
64625,User64625,86,C
64626,User64626,13,A
64627,User64627,70,A
64628,User64628,57,A
64629,User64629,21,A
64630,User64630,4,A
64631,User64631,42,C
64632,User64632,69,A
64633,User64633,17,A
64634,User64634,10,B
64635,User64635,28,C
64636,User64636,25,B
64637,User64637,27,C
64638,User64638,35,A
64639,User64639,41,A
64640,User64640,89,A
64641,User64641,93,C
64642,User64642,23,B
64643,User64643,43,B
64644,User64644,95,C
64645,User64645,100,A
64646,User64646,29,B
64647,User64647,81,B
64648,User64648,47,C
64649,User64649,11,B
64650,User64650,22,A
64651,User64651,8,B
64652,User64652,20,C
64653,User64653,2,B
64654,User64654,70,A
64655,User64655,10,A
64656,User64656,68,B
64657,User64657,86,B
64658,User64658,69,C
64659,User64659,44,A
64660,User64660,74,C
64661,User64661,75,B
64662,User64662,24,C
64663,User64663,33,B
64664,User64664,41,A
64665,User64665,67,B
64666,User64666,47,C
64667,User64667,29,B
64668,User64668,26,A
64669,User64669,52,A
64670,User64670,16,A
64671,User64671,72,A
64672,User64672,21,B
64673,User64673,67,A
64674,User64674,33,B
64675,User64675,46,B
64676,User64676,53,B
64677,User64677,69,C
64678,User64678,71,B
64679,User64679,83,B
64680,User64680,12,A
64681,User64681,81,A
64682,User64682,16,C
64683,User64683,69,B
64684,User64684,46,A
64685,User64685,41,A
64686,User64686,52,C
64687,User64687,80,A
64688,User64688,98,A
64689,User64689,30,C
64690,User64690,27,A
64691,User64691,94,B
64692,User64692,6,C
64693,User64693,66,B
64694,User64694,11,C
64695,User64695,43,B
64696,User64696,68,B
64697,User64697,54,B
64698,User64698,63,B
64699,User64699,94,C
64700,User64700,73,A
64701,User64701,40,B
64702,User64702,62,B
64703,User64703,14,A
64704,User64704,8,A
64705,User64705,36,A
64706,User64706,59,A
64707,User64707,45,A
64708,User64708,63,C
64709,User64709,61,C
64710,User64710,39,C
64711,User64711,53,A
64712,User64712,82,B
64713,User64713,5,B
64714,User64714,82,B
64715,User64715,34,C
64716,User64716,92,A
64717,User64717,100,B
64718,User64718,46,B
64719,User64719,50,B
64720,User64720,78,B
64721,User64721,42,A
64722,User64722,96,A
64723,User64723,10,C
64724,User64724,7,C
64725,User64725,94,C
64726,User64726,19,B
64727,User64727,72,C
64728,User64728,14,B
64729,User64729,24,B
64730,User64730,19,B
64731,User64731,82,C
64732,User64732,53,B
64733,User64733,44,B
64734,User64734,88,A
64735,User64735,92,C
64736,User64736,59,B
64737,User64737,62,B
64738,User64738,31,A
64739,User64739,13,C
64740,User64740,91,B
64741,User64741,69,B
64742,User64742,63,C
64743,User64743,7,C
64744,User64744,8,B
64745,User64745,66,C
64746,User64746,52,B
64747,User64747,96,A
64748,User64748,73,C
64749,User64749,44,A
64750,User64750,30,B
64751,User64751,4,A
64752,User64752,71,C
64753,User64753,55,A
64754,User64754,24,C
64755,User64755,43,B
64756,User64756,65,C
64757,User64757,96,B
64758,User64758,78,B
64759,User64759,90,C
64760,User64760,49,B
64761,User64761,98,B
64762,User64762,70,C
64763,User64763,35,A
64764,User64764,17,A
64765,User64765,54,A
64766,User64766,11,A
64767,User64767,34,C
64768,User64768,21,C
64769,User64769,74,C
64770,User64770,82,C
64771,User64771,8,C
64772,User64772,80,B
64773,User64773,60,A
64774,User64774,87,B
64775,User64775,50,A
64776,User64776,68,A
64777,User64777,3,A
64778,User64778,33,B
64779,User64779,4,B
64780,User64780,75,A
64781,User64781,41,C
64782,User64782,86,A
64783,User64783,1,B
64784,User64784,100,B
64785,User64785,31,C
64786,User64786,77,C
64787,User64787,37,B
64788,User64788,27,C
64789,User64789,68,C
64790,User64790,94,A
64791,User64791,76,B
64792,User64792,16,C
64793,User64793,58,B
64794,User64794,94,B
64795,User64795,41,A
64796,User64796,8,A
64797,User64797,63,B
64798,User64798,14,A
64799,User64799,23,B
64800,User64800,11,B
64801,User64801,82,A
64802,User64802,77,A
64803,User64803,0,C
64804,User64804,68,C
64805,User64805,64,C
64806,User64806,51,A
64807,User64807,50,B
64808,User64808,3,B
64809,User64809,68,A
64810,User64810,1,C
64811,User64811,21,A
64812,User64812,72,C
64813,User64813,40,A
64814,User64814,65,A
64815,User64815,87,A
64816,User64816,35,C
64817,User64817,7,B
64818,User64818,70,A
64819,User64819,76,C
64820,User64820,11,A
64821,User64821,99,A
64822,User64822,54,C
64823,User64823,34,C
64824,User64824,100,C
64825,User64825,14,A
64826,User64826,81,C
64827,User64827,31,B
64828,User64828,50,A
64829,User64829,69,A
64830,User64830,8,B
64831,User64831,80,B
64832,User64832,13,B
64833,User64833,66,A
64834,User64834,43,A
64835,User64835,31,C
64836,User64836,76,B
64837,User64837,34,C
64838,User64838,25,A
64839,User64839,37,A
64840,User64840,86,A
64841,User64841,40,B
64842,User64842,41,A
64843,User64843,28,A
64844,User64844,98,A
64845,User64845,80,B
64846,User64846,84,B
64847,User64847,19,A
64848,User64848,91,A
64849,User64849,69,B
64850,User64850,92,A
64851,User64851,3,C
64852,User64852,48,C
64853,User64853,73,C
64854,User64854,88,C
64855,User64855,69,C
64856,User64856,58,B
64857,User64857,51,C
64858,User64858,64,B
64859,User64859,0,C
64860,User64860,1,A
64861,User64861,42,A
64862,User64862,50,A
64863,User64863,9,C
64864,User64864,35,B
64865,User64865,90,A
64866,User64866,54,C
64867,User64867,98,B
64868,User64868,52,A
64869,User64869,100,B
64870,User64870,98,B
64871,User64871,54,C
64872,User64872,52,B
64873,User64873,57,B
64874,User64874,11,A
64875,User64875,63,A
64876,User64876,74,A
64877,User64877,32,B
64878,User64878,56,B
64879,User64879,100,A
64880,User64880,74,B
64881,User64881,78,B
64882,User64882,54,A
64883,User64883,99,C
64884,User64884,6,C
64885,User64885,18,A
64886,User64886,15,C
64887,User64887,71,B
64888,User64888,34,B
64889,User64889,67,C
64890,User64890,50,A
64891,User64891,49,B
64892,User64892,63,B
64893,User64893,31,A
64894,User64894,56,C
64895,User64895,7,A
64896,User64896,90,B
64897,User64897,84,A
64898,User64898,5,C
64899,User64899,84,C
64900,User64900,55,B
64901,User64901,15,C
64902,User64902,93,B
64903,User64903,85,B
64904,User64904,25,B
64905,User64905,6,C
64906,User64906,21,B
64907,User64907,88,C
64908,User64908,30,A
64909,User64909,20,C
64910,User64910,48,B
64911,User64911,23,C
64912,User64912,80,A
64913,User64913,61,A
64914,User64914,34,C
64915,User64915,83,B
64916,User64916,34,A
64917,User64917,89,B
64918,User64918,30,A
64919,User64919,48,A
64920,User64920,85,C
64921,User64921,33,A
64922,User64922,72,C
64923,User64923,87,B
64924,User64924,63,C
64925,User64925,75,B
64926,User64926,83,B
64927,User64927,91,C
64928,User64928,95,A
64929,User64929,74,A
64930,User64930,55,A
64931,User64931,45,C
64932,User64932,63,A
64933,User64933,13,B
64934,User64934,62,C
64935,User64935,18,C
64936,User64936,26,A
64937,User64937,74,A
64938,User64938,98,A
64939,User64939,56,C
64940,User64940,57,C
64941,User64941,57,B
64942,User64942,37,A
64943,User64943,0,B
64944,User64944,13,A
64945,User64945,81,A
64946,User64946,20,A
64947,User64947,42,B
64948,User64948,66,C
64949,User64949,1,B
64950,User64950,24,C
64951,User64951,10,B
64952,User64952,85,B
64953,User64953,7,A
64954,User64954,36,B
64955,User64955,76,B
64956,User64956,50,A
64957,User64957,43,A
64958,User64958,37,B
64959,User64959,74,B
64960,User64960,33,B
64961,User64961,92,B
64962,User64962,35,B
64963,User64963,16,A
64964,User64964,1,C
64965,User64965,15,B
64966,User64966,56,C
64967,User64967,68,B
64968,User64968,11,C
64969,User64969,20,A
64970,User64970,9,B
64971,User64971,69,B
64972,User64972,74,B
64973,User64973,93,C
64974,User64974,46,C
64975,User64975,9,A
64976,User64976,71,B
64977,User64977,92,C
64978,User64978,37,A
64979,User64979,36,A
64980,User64980,72,C
64981,User64981,100,C
64982,User64982,3,C
64983,User64983,58,A
64984,User64984,14,A
64985,User64985,97,B
64986,User64986,71,A
64987,User64987,97,C
64988,User64988,58,B
64989,User64989,54,A
64990,User64990,43,B
64991,User64991,30,B
64992,User64992,1,C
64993,User64993,40,A
64994,User64994,16,C
64995,User64995,85,A
64996,User64996,9,A
64997,User64997,91,B
64998,User64998,47,C
64999,User64999,5,C
65000,User65000,32,B
65001,User65001,84,C
65002,User65002,73,A
65003,User65003,59,B
65004,User65004,48,B
65005,User65005,97,C
65006,User65006,32,B
65007,User65007,58,A
65008,User65008,64,C
65009,User65009,4,A
65010,User65010,37,A
65011,User65011,32,A
65012,User65012,3,C
65013,User65013,68,C
65014,User65014,53,A
65015,User65015,62,A
65016,User65016,50,C
65017,User65017,92,A
65018,User65018,29,A
65019,User65019,65,B
65020,User65020,98,C
65021,User65021,0,C
65022,User65022,39,C
65023,User65023,5,B
65024,User65024,2,B
65025,User65025,15,C
65026,User65026,93,B
65027,User65027,4,A
65028,User65028,41,B
65029,User65029,48,B
65030,User65030,2,A
65031,User65031,97,C
65032,User65032,81,B
65033,User65033,9,B
65034,User65034,85,A
65035,User65035,87,C
65036,User65036,94,B
65037,User65037,73,B
65038,User65038,18,A
65039,User65039,57,B
65040,User65040,60,C
65041,User65041,48,C
65042,User65042,34,B
65043,User65043,45,C
65044,User65044,47,B
65045,User65045,70,A
65046,User65046,77,C
65047,User65047,26,A
65048,User65048,79,A
65049,User65049,14,B
65050,User65050,99,A
65051,User65051,81,C
65052,User65052,87,A
65053,User65053,91,A
65054,User65054,5,A
65055,User65055,24,A
65056,User65056,54,A
65057,User65057,40,B
65058,User65058,15,C
65059,User65059,4,A
65060,User65060,57,A
65061,User65061,20,B
65062,User65062,83,C
65063,User65063,51,A
65064,User65064,95,B
65065,User65065,15,C
65066,User65066,74,B
65067,User65067,1,C
65068,User65068,52,B
65069,User65069,96,B
65070,User65070,14,B
65071,User65071,30,C
65072,User65072,56,C
65073,User65073,60,A
65074,User65074,50,A
65075,User65075,65,B
65076,User65076,84,B
65077,User65077,82,C
65078,User65078,98,C
65079,User65079,65,A
65080,User65080,32,C
65081,User65081,45,B
65082,User65082,20,C
65083,User65083,35,A
65084,User65084,44,C
65085,User65085,15,C
65086,User65086,49,B
65087,User65087,13,A
65088,User65088,72,C
65089,User65089,16,A
65090,User65090,52,C
65091,User65091,87,B
65092,User65092,90,C
65093,User65093,82,B
65094,User65094,41,C
65095,User65095,60,B
65096,User65096,20,B
65097,User65097,62,B
65098,User65098,84,A
65099,User65099,63,B
65100,User65100,8,A
65101,User65101,44,A
65102,User65102,84,B
65103,User65103,30,C
65104,User65104,66,B
65105,User65105,44,B
65106,User65106,2,A
65107,User65107,15,C
65108,User65108,66,C
65109,User65109,61,C
65110,User65110,55,B
65111,User65111,100,A
65112,User65112,6,B
65113,User65113,96,C
65114,User65114,16,B
65115,User65115,45,B
65116,User65116,4,A
65117,User65117,29,C
65118,User65118,57,A
65119,User65119,17,C
65120,User65120,46,A
65121,User65121,48,C
65122,User65122,25,B
65123,User65123,26,A
65124,User65124,83,B
65125,User65125,100,B
65126,User65126,82,C
65127,User65127,57,A
65128,User65128,32,C
65129,User65129,48,A
65130,User65130,34,C
65131,User65131,89,B
65132,User65132,94,A
65133,User65133,17,B
65134,User65134,32,B
65135,User65135,83,B
65136,User65136,72,B
65137,User65137,90,B
65138,User65138,49,A
65139,User65139,77,A
65140,User65140,29,B
65141,User65141,63,B
65142,User65142,82,B
65143,User65143,8,C
65144,User65144,82,B
65145,User65145,25,C
65146,User65146,70,B
65147,User65147,14,A
65148,User65148,87,A
65149,User65149,74,C
65150,User65150,67,C
65151,User65151,33,A
65152,User65152,88,A
65153,User65153,71,A
65154,User65154,70,B
65155,User65155,34,B
65156,User65156,67,A
65157,User65157,91,B
65158,User65158,1,A
65159,User65159,73,C
65160,User65160,65,B
65161,User65161,71,B
65162,User65162,9,C
65163,User65163,39,A
65164,User65164,67,C
65165,User65165,27,A
65166,User65166,19,B
65167,User65167,89,B
65168,User65168,64,B
65169,User65169,23,B
65170,User65170,65,B
65171,User65171,19,C
65172,User65172,31,B
65173,User65173,84,B
65174,User65174,2,A
65175,User65175,3,B
65176,User65176,48,C
65177,User65177,81,B
65178,User65178,36,B
65179,User65179,54,A
65180,User65180,72,C
65181,User65181,68,C
65182,User65182,5,A
65183,User65183,27,C
65184,User65184,90,C
65185,User65185,54,A
65186,User65186,25,B
65187,User65187,58,B
65188,User65188,61,B
65189,User65189,90,B
65190,User65190,9,C
65191,User65191,56,A
65192,User65192,43,A
65193,User65193,10,B
65194,User65194,41,C
65195,User65195,52,A
65196,User65196,68,A
65197,User65197,97,A
65198,User65198,27,B
65199,User65199,24,C
65200,User65200,5,A
65201,User65201,4,C
65202,User65202,20,C
65203,User65203,81,A
65204,User65204,3,B
65205,User65205,93,A
65206,User65206,43,A
65207,User65207,12,C
65208,User65208,67,B
65209,User65209,61,C
65210,User65210,29,B
65211,User65211,18,C
65212,User65212,2,C
65213,User65213,58,B
65214,User65214,8,C
65215,User65215,28,B
65216,User65216,24,B
65217,User65217,83,B
65218,User65218,57,C
65219,User65219,70,A
65220,User65220,74,A
65221,User65221,94,A
65222,User65222,11,C
65223,User65223,55,B
65224,User65224,70,C
65225,User65225,52,B
65226,User65226,60,A
65227,User65227,72,B
65228,User65228,61,A
65229,User65229,72,B
65230,User65230,6,B
65231,User65231,26,B
65232,User65232,61,B
65233,User65233,66,B
65234,User65234,38,B
65235,User65235,26,A
65236,User65236,82,B
65237,User65237,50,B
65238,User65238,60,A
65239,User65239,0,B
65240,User65240,73,C
65241,User65241,9,B
65242,User65242,41,A
65243,User65243,73,B
65244,User65244,9,B
65245,User65245,6,A
65246,User65246,6,C
65247,User65247,63,A
65248,User65248,52,C
65249,User65249,16,B
65250,User65250,18,B
65251,User65251,36,B
65252,User65252,43,C
65253,User65253,97,B
65254,User65254,62,C
65255,User65255,44,C
65256,User65256,27,C
65257,User65257,99,A
65258,User65258,45,A
65259,User65259,26,A
65260,User65260,85,A
65261,User65261,7,B
65262,User65262,55,B
65263,User65263,28,C
65264,User65264,71,A
65265,User65265,29,C
65266,User65266,30,A
65267,User65267,13,C
65268,User65268,76,B
65269,User65269,86,B
65270,User65270,8,A
65271,User65271,91,C
65272,User65272,35,C
65273,User65273,1,C
65274,User65274,5,A
65275,User65275,5,C
65276,User65276,25,A
65277,User65277,35,C
65278,User65278,3,C
65279,User65279,93,A
65280,User65280,96,C
65281,User65281,90,A
65282,User65282,58,B
65283,User65283,41,C
65284,User65284,33,C
65285,User65285,51,C
65286,User65286,4,C
65287,User65287,29,A
65288,User65288,33,B
65289,User65289,65,B
65290,User65290,73,A
65291,User65291,86,C
65292,User65292,39,B
65293,User65293,64,B
65294,User65294,86,C
65295,User65295,65,B
65296,User65296,23,B
65297,User65297,83,B
65298,User65298,70,C
65299,User65299,72,A
65300,User65300,85,B
65301,User65301,11,B
65302,User65302,49,C
